row_index,customer_id,name_true,email_true,phone_true_e164,signup_date_true,order_date_true,city_true,district_true,country_true,order_amount_true,customer_age_true
1524,472,Uz. Gülnaziye Şehza Yaman,uz.gulnaziye.sehza.yaman472@example.com,+905240422693,2025-07-23,2025-11-11,Konya,Meram,Türkiye,109.19,27
1525,84,Tayaydın Atalay Seven,tayaydin.atalay.seven84@example.com,+905595327877,2024-03-21,2025-12-11,Konya,Meram,Türkiye,254.38,49
1526,249,Sehel Edaviye Ertaş,sehel.edaviye.ertas249@example.com,+905555438404,2023-10-12,2025-05-22,Adana,Seyhan,Türkiye,454.38,74
1527,367,Sevican Asu Yorulmaz,sevican.asu.yorulmaz367@example.com,+905745508428,2022-07-24,2026-03-21,Malatya,Yeşilyurt,Türkiye,292.38,60
1528,337,İlklima Kısakürek,ilklima.kisakurek337@example.com,+905477866032,2024-06-02,2025-05-09,Kayseri,Kocasinan,Türkiye,125.67,26
1529,435,Türknur Beray Hançer Ertaş,turknur.beray.hancer.ertas435@example.com,+905305050573,2022-07-19,2025-08-22,Malatya,Yeşilyurt,Türkiye,326.64,49
1530,437,Tolonbay Bilge,tolonbay.bilge437@example.com,+905025643471,2022-03-21,2025-12-21,Malatya,Yeşilyurt,Türkiye,177.64,26
1531,260,Boztaş Gürelcem Seven Sezer,boztas.gurelcem.seven.sezer260@example.com,+905339776719,2022-08-01,2025-08-31,Manisa,Şehzadeler,Türkiye,84.35,18
1532,149,Turabi Sezer,turabi.sezer149@example.com,+905244720999,2024-07-27,2025-02-17,Konya,Meram,Türkiye,312.86,59
1533,421,Erbil Merzuk Zengin Gülen,erbil.merzuk.zengin.gulen421@example.com,+905640355338,2025-08-24,2025-09-02,Ankara,Yenimahalle,Türkiye,387.23,60
1534,39,Dilfeza Arslan,dilfeza.arslan39@example.com,+905324210249,2021-10-01,2025-09-06,Kayseri,Kocasinan,Türkiye,430.04,70
1535,402,Prof. Tartış Yorulmaz,prof.tartis.yorulmaz402@example.com,+905558777496,2022-05-16,2026-03-22,Manisa,Şehzadeler,Türkiye,396.37,68
1536,378,Ruhugül Gül Sakarya,ruhugul.gul.sakarya378@example.com,+905028519611,2023-11-17,2026-03-21,Diyarbakır,Kayapınar,Türkiye,279.47,54
1537,178,Nurmelek Hayrioğlu,nurmelek.hayrioglu178@example.com,+905326033230,2022-08-23,2026-06-14,Şanlıurfa,Eyyübiye,Türkiye,244.2,50
1538,89,Abdülhadi Ertaş,abdulhadi.ertas89@example.com,+905307562636,2023-02-19,2026-02-20,Şanlıurfa,Eyyübiye,Türkiye,390.96,67
1539,351,Zinnure Neval Yorulmaz Gülen,zinnure.neval.yorulmaz.gulen351@example.com,+905456449485,2023-07-04,2025-09-27,Antalya,Kepez,Türkiye,428.89,75
1540,80,Sittik Nevsal Zorlu,sittik.nevsal.zorlu80@example.com,+905551884422,2023-12-03,2025-07-17,Diyarbakır,Kayapınar,Türkiye,252.22,50
1541,34,Tekbay Aksu,tekbay.aksu34@example.com,+905494808313,2021-11-29,2025-07-09,Mersin,Toroslar,Türkiye,276.34,44
1542,308,Ekmel Ertaş,ekmel.ertas308@example.com,+905592745238,2021-12-25,2025-06-23,Manisa,Şehzadeler,Türkiye,150.7,20
1543,366,Arş. Gör. Güverçin Şirivan Türk Gül,ars.gor.guvercin.sirivan.turk.gul366@example.com,+905433800545,2022-02-25,2025-07-24,Samsun,Atakum,Türkiye,156.12,28
1544,299,Elöve Şener,elove.sener299@example.com,+905335693929,2025-12-02,2026-01-31,İzmir,Bornova,Türkiye,279.13,44
1545,43,Türknur Şennur Akar,turknur.sennur.akar43@example.com,+905109324808,2023-08-30,2025-11-26,Trabzon,Ortahisar,Türkiye,78.76,23
1546,80,Sittik Nevsal Zorlu,sittik.nevsal.zorlu80@example.com,+905551884422,2023-12-03,2025-08-10,Diyarbakır,Kayapınar,Türkiye,244.94,50
1547,398,Karataş Seven,karatas.seven398@example.com,+905247395003,2024-11-02,2025-12-02,Şanlıurfa,Eyyübiye,Türkiye,166.9,36
1548,195,Özpınar Selâtin Çetin Türk,ozpinar.seltin.cetin.turk195@example.com,+905573993056,2025-04-24,2025-05-06,İstanbul,Kadıköy,Türkiye,225.91,42
1549,388,Öğr. Deryanur Ergül Akdeniz,ogr.deryanur.ergul.akdeniz388@example.com,+905002687681,2022-04-23,2026-04-19,İstanbul,Şişli,Türkiye,273.73,59
1550,187,Dr. Dilşat Durdu Akça,dr.dilsat.durdu.akca187@example.com,+905503758997,2021-12-06,2025-06-18,Gaziantep,Şahinbey,Türkiye,346.95,60
1551,124,Gözem Zengin,gozem.zengin124@example.com,+905051238282,2024-02-04,2026-02-17,Trabzon,Ortahisar,Türkiye,338.61,53
1552,448,Şahnuray Yorulmaz,sahnuray.yorulmaz448@example.com,+905446267146,2022-01-20,2025-11-13,İzmir,Karşıyaka,Türkiye,160.03,27
1553,177,Uz. Sevsevil Gülbeyan Yorulmaz,uz.sevsevil.gulbeyan.yorulmaz177@example.com,+905044789856,2022-02-05,2025-06-11,Adana,Seyhan,Türkiye,135.95,26
1554,169,Meleknur Orçin Akdeniz Akçay,meleknur.orcin.akdeniz.akcay169@example.com,+905072290349,2024-03-27,2026-05-02,Denizli,Pamukkale,Türkiye,378.94,63
1555,424,Dr. Oymak Şener,dr.oymak.sener424@example.com,+905746897152,2021-12-09,2025-12-27,Diyarbakır,Kayapınar,Türkiye,256.26,48
1556,268,Ferihan Dumanlı,ferihan.dumanli268@example.com,+905533448571,2024-06-02,2025-05-11,İzmir,Bornova,Türkiye,154.17,27
1557,136,Rayla Zülbiye Karadeniz,rayla.zulbiye.karadeniz136@example.com,+905526965827,2021-08-18,2025-09-12,Gaziantep,Şehitkamil,Türkiye,118.94,22
1558,157,Hoşkadem Karadeniz,hoskadem.karadeniz157@example.com,+905054115262,2021-11-04,2026-04-08,Erzurum,Yakutiye,Türkiye,140.04,22
1559,266,Dr. Selime İnönü Yorulmaz,dr.selime.inonu.yorulmaz266@example.com,+905823578452,2021-08-20,2026-02-22,Adana,Çukurova,Türkiye,383.38,73
1560,374,Servinaz Tülin Tevetoğlu,servinaz.tulin.tevetoglu374@example.com,+905341085628,2022-12-01,2025-01-10,Samsun,Atakum,Türkiye,181.87,36
1561,235,Serfinaz Çamurcuoğlu Dumanlı,serfinaz.camurcuoglu.dumanli235@example.com,+905306524077,2022-10-25,2025-12-22,Samsun,Atakum,Türkiye,218.65,36
1562,321,Gürcüye Gülev Mansız Eraslan,gurcuye.gulev.mansiz.eraslan321@example.com,+905011939325,2025-10-14,2026-02-12,Bursa,Nilüfer,Türkiye,140.15,23
1563,359,Bedri Duran,bedri.duran359@example.com,+905597794523,2024-11-28,2025-08-29,Antalya,Kepez,Türkiye,302.4,23
1564,275,Ufukay Kutgün Seven,ufukay.kutgun.seven275@example.com,+905242201027,2022-04-05,2026-02-14,Samsun,Atakum,Türkiye,263.25,45
1565,56,Soykut Durmuş,soykut.durmus56@example.com,+905537735158,2022-05-02,2025-10-27,Samsun,Atakum,Türkiye,220.68,40
1566,266,Dr. Selime İnönü Yorulmaz,dr.selime.inonu.yorulmaz266@example.com,+905823578452,2021-08-20,2025-08-25,Adana,Çukurova,Türkiye,370.97,73
1567,30,Erdibay Korutürk,erdibay.koruturk30@example.com,+905100330923,2025-03-29,2026-02-08,Samsun,İlkadım,Türkiye,300.16,48
1568,80,Sittik Nevsal Zorlu,sittik.nevsal.zorlu80@example.com,+905551884422,2023-12-03,2026-02-24,Diyarbakır,Kayapınar,Türkiye,284.05,50
1569,406,Hazrat Melihcan Demir Arslan,hazrat.melihcan.demir.arslan406@example.com,+905366684590,2022-10-07,2025-04-05,Samsun,Atakum,Türkiye,372.7,68
1570,20,Tınal Aslan,tinal.aslan20@example.com,+905365414586,2022-02-20,2026-04-11,Denizli,Pamukkale,Türkiye,417.89,71
1571,464,Sücaettin Kısakürek,sucaettin.kisakurek464@example.com,+905108255598,2022-07-23,2026-06-14,Kayseri,Melikgazi,Türkiye,190.02,41
1572,216,Sonnur Çağlar Fırat Ergül,sonnur.caglar.firat.ergul216@example.com,+905021465669,2024-10-28,2026-03-04,Samsun,İlkadım,Türkiye,258.03,51
1573,499,Bayan Nürice Arsoy Eraslan,bayan.nurice.arsoy.eraslan499@example.com,+905053844446,2022-03-05,2026-06-15,Denizli,Pamukkale,Türkiye,141.25,33
1574,457,Tonguç Ülker,tonguc.ulker457@example.com,+905167872568,2021-11-17,2025-05-20,Şanlıurfa,Eyyübiye,Türkiye,552.43,65
1575,393,Mevlüdiye Çamurcuoğlu,mevludiye.camurcuoglu393@example.com,+905361332541,2022-06-09,2025-03-22,Van,İpekyolu,Türkiye,293.18,58
1576,192,Permun Akça Demirel,permun.akca.demirel192@example.com,+905359893347,2024-12-14,2025-02-24,Konya,Meram,Türkiye,296.58,61
1577,188,Nafii Sezer,nafii.sezer188@example.com,+905102726149,2024-11-06,2025-07-15,Diyarbakır,Kayapınar,Türkiye,151.78,30
1578,425,Ruhsat Oymak Akar Akçay,ruhsat.oymak.akar.akcay425@example.com,+905085766656,2023-03-16,2025-02-26,Konya,Selçuklu,Türkiye,219.19,37
1579,83,Öğr. Baydu Serda Yüksel,ogr.baydu.serda.yuksel83@example.com,+905473647102,2023-06-26,2025-12-17,Erzurum,Yakutiye,Türkiye,282.65,44
1580,351,Zinnure Neval Yorulmaz Gülen,zinnure.neval.yorulmaz.gulen351@example.com,+905456449485,2023-07-04,2025-02-04,Antalya,Kepez,Türkiye,381.11,75
1581,221,Çev. İnsaf İnönü Fırat,cev.insaf.inonu.firat221@example.com,+905085627187,2024-03-06,2025-02-13,Antalya,Muratpaşa,Türkiye,325.39,62
1582,449,Bağdat Şama,bagdat.sama449@example.com,+905435989262,2024-03-05,2025-10-24,İzmir,Karşıyaka,Türkiye,394.06,68
1583,370,Atagün Hayrioğlu,atagun.hayrioglu370@example.com,+905565328632,2023-07-18,2026-05-18,İzmir,Bornova,Türkiye,273.86,44
1584,369,Okanay Yavuz Çamurcuoğlu Dumanlı,okanay.yavuz.camurcuoglu.dumanli369@example.com,+905521376037,2024-01-13,2025-07-06,Antalya,Kepez,Türkiye,220.91,36
1585,112,Yrd. Doç. Fehmiye Havali Bilge,yrd.doc.fehmiye.havali.bilge112@example.com,+905014890250,2024-10-14,2025-08-24,Denizli,Pamukkale,Türkiye,275.0,55
1586,438,Tanyolaç Tevetoğlu,tanyolac.tevetoglu438@example.com,+905539915668,2023-07-02,2025-05-30,Şanlıurfa,Eyyübiye,Türkiye,357.14,69
1587,418,Yrd. Doç. Rana Rümeysa Arslan,yrd.doc.rana.rumeysa.arslan418@example.com,+905013649718,2022-10-04,2025-02-19,Mersin,Toroslar,Türkiye,152.6,28
1588,298,Av. Zevlüde Türk Mansız,av.zevlude.turk.mansiz298@example.com,+905625349292,2022-09-16,2026-06-25,Konya,Meram,Türkiye,492.5,53
1589,188,Nafii Sezer,nafii.sezer188@example.com,+905102726149,2024-11-06,2025-03-15,Diyarbakır,Kayapınar,Türkiye,141.34,30
1590,13,Şehreban Kardelen Sezgin Türk,sehreban.kardelen.sezgin.turk13@example.com,+905746872343,2025-08-15,2025-08-23,Denizli,Pamukkale,Türkiye,461.62,55
1591,80,Sittik Nevsal Zorlu,sittik.nevsal.zorlu80@example.com,+905551884422,2023-12-03,2025-07-09,Diyarbakır,Kayapınar,Türkiye,266.47,50
1592,424,Dr. Oymak Şener,dr.oymak.sener424@example.com,+905746897152,2021-12-09,2025-01-22,Diyarbakır,Kayapınar,Türkiye,260.24,48
1593,321,Gürcüye Gülev Mansız Eraslan,gurcuye.gulev.mansiz.eraslan321@example.com,+905011939325,2025-10-14,2026-03-27,Bursa,Nilüfer,Türkiye,95.4,23
1594,1,Akar Ziyaettin Aslan Yüksel,akar.ziyaettin.aslan.yuksel1@example.com,+905433218196,2025-10-08,2025-10-22,Bursa,Nilüfer,Türkiye,72.01,19
1595,311,Zöhrehan Ferhan Erdoğan,zohrehan.ferhan.erdogan311@example.com,+905562656504,2024-01-06,2025-10-27,Diyarbakır,Kayapınar,Türkiye,189.94,40
1596,2,Uz. Zamir Açıkel Tarhan,uz.zamir.acikel.tarhan2@example.com,+905161849593,2021-12-31,2026-02-10,Gaziantep,Şahinbey,Türkiye,102.21,22
1597,113,Prof. Ürfettin Akçay,prof.urfettin.akcay113@example.com,+905429396856,2021-09-17,2025-07-31,Trabzon,Ortahisar,Türkiye,371.13,65
1598,332,Berran İnönü,berran.inonu332@example.com,+905349114152,2025-11-02,2025-12-24,Gaziantep,Şahinbey,Türkiye,259.03,52
1599,384,Dürrüşehvar Seven,durrusehvar.seven384@example.com,+905241246209,2024-02-15,2025-08-20,Kayseri,Melikgazi,Türkiye,116.25,29
1600,22,Arş. Gör. Yurtgüven Yüksel,ars.gor.yurtguven.yuksel22@example.com,+905356159514,2023-02-08,2025-11-22,Manisa,Şehzadeler,Türkiye,248.37,37
1601,417,Gözel Durdu,gozel.durdu417@example.com,+905552065063,2023-05-18,2026-03-05,Eskişehir,Odunpazarı,Türkiye,149.21,32
1602,351,Zinnure Neval Yorulmaz Gülen,zinnure.neval.yorulmaz.gulen351@example.com,+905456449485,2023-07-04,2026-01-31,Antalya,Kepez,Türkiye,404.5,75
1603,301,Çetinsu Temizkal Demirel Bilge,cetinsu.temizkal.demirel.bilge301@example.com,+905427990772,2022-01-02,2026-04-13,İstanbul,Şişli,Türkiye,216.2,43
1604,221,Çev. İnsaf İnönü Fırat,cev.insaf.inonu.firat221@example.com,+905085627187,2024-03-06,2026-03-19,Antalya,Muratpaşa,Türkiye,331.8,62
1605,151,Özakan Mazlum Bilgin Akçay,ozakan.mazlum.bilgin.akcay151@example.com,+905578759856,2024-06-07,2026-05-23,İstanbul,Şişli,Türkiye,153.79,29
1606,483,Eşim Yaman,esim.yaman483@example.com,+905341115950,2024-08-09,2025-07-22,Erzurum,Yakutiye,Türkiye,168.84,36
1607,285,Veis Yüksel,veis.yuksel285@example.com,+905091093911,2025-06-19,2026-03-06,Konya,Selçuklu,Türkiye,422.36,72
1608,88,Sevginur Misra İhsanoğlu,sevginur.misra.ihsanoglu88@example.com,+905595269495,2023-02-08,2025-09-03,Eskişehir,Tepebaşı,Türkiye,428.92,71
1609,405,Günebakan İnönü,gunebakan.inonu405@example.com,+905377805292,2024-03-27,2025-02-12,Denizli,Pamukkale,Türkiye,360.69,65
1610,483,Eşim Yaman,esim.yaman483@example.com,+905341115950,2024-08-09,2025-07-12,Erzurum,Yakutiye,Türkiye,143.97,36
1611,175,Koldan Zengin,koldan.zengin175@example.com,+905432927129,2023-07-08,2025-09-03,Denizli,Pamukkale,Türkiye,366.84,58
1612,68,Uz. Sadiye Gülbiye Aslan Ertaş,uz.sadiye.gulbiye.aslan.ertas68@example.com,+905515186449,2025-02-08,2026-06-12,Eskişehir,Odunpazarı,Türkiye,176.35,39
1613,151,Özakan Mazlum Bilgin Akçay,ozakan.mazlum.bilgin.akcay151@example.com,+905578759856,2024-06-07,2025-06-19,İstanbul,Şişli,Türkiye,135.66,29
1614,12,Canseven Ergül Akdeniz,canseven.ergul.akdeniz12@example.com,+905317810801,2021-09-21,2025-06-05,Mersin,Toroslar,Türkiye,402.2,72
1615,46,Sümeyye Hayrioğlu,sumeyye.hayrioglu46@example.com,+905753396360,2024-03-01,2025-03-25,Erzurum,Yakutiye,Türkiye,398.58,65
1616,151,Özakan Mazlum Bilgin Akçay,ozakan.mazlum.bilgin.akcay151@example.com,+905578759856,2024-06-07,2025-04-22,İstanbul,Şişli,Türkiye,151.79,29
1617,406,Hazrat Melihcan Demir Arslan,hazrat.melihcan.demir.arslan406@example.com,+905366684590,2022-10-07,2025-09-03,Samsun,Atakum,Türkiye,371.54,68
1618,68,Uz. Sadiye Gülbiye Aslan Ertaş,uz.sadiye.gulbiye.aslan.ertas68@example.com,+905515186449,2025-02-08,2025-05-29,Eskişehir,Odunpazarı,Türkiye,199.72,39
1619,414,Arş. Gör. Sebattin İvecen Ülker,ars.gor.sebattin.ivecen.ulker414@example.com,+905418621042,2023-06-24,2025-09-05,Gaziantep,Şehitkamil,Türkiye,189.88,40
1620,81,Bay Oruç Çorlu,bay.oruc.corlu81@example.com,+905370589578,2025-03-22,2025-09-01,Konya,Selçuklu,Türkiye,477.7,57
1621,2,Uz. Zamir Açıkel Tarhan,uz.zamir.acikel.tarhan2@example.com,+905161849593,2021-12-31,2025-02-07,Gaziantep,Şahinbey,Türkiye,143.12,22
1622,124,Gözem Zengin,gozem.zengin124@example.com,+905051238282,2024-02-04,2025-12-27,Trabzon,Ortahisar,Türkiye,299.66,53
1623,231,Seydo Şener,seydo.sener231@example.com,+905368663266,2024-09-17,2026-06-03,İstanbul,Üsküdar,Türkiye,172.36,34
1624,397,Aydinç Korutürk,aydinc.koruturk397@example.com,+905388065333,2025-07-25,2025-10-28,Manisa,Şehzadeler,Türkiye,190.93,39
1625,351,Zinnure Neval Yorulmaz Gülen,zinnure.neval.yorulmaz.gulen351@example.com,+905456449485,2023-07-04,2025-12-27,Antalya,Kepez,Türkiye,413.54,75
1626,177,Uz. Sevsevil Gülbeyan Yorulmaz,uz.sevsevil.gulbeyan.yorulmaz177@example.com,+905044789856,2022-02-05,2025-09-30,Adana,Seyhan,Türkiye,154.26,26
1627,414,Arş. Gör. Sebattin İvecen Ülker,ars.gor.sebattin.ivecen.ulker414@example.com,+905418621042,2023-06-24,2025-02-03,Gaziantep,Şehitkamil,Türkiye,211.81,40
1628,141,Dr. Atgun Arslan,dr.atgun.arslan141@example.com,+905524191380,2025-09-13,2026-04-30,Van,İpekyolu,Türkiye,572.76,72
1629,208,Hürdoğan Sezgin,hurdogan.sezgin208@example.com,+905432225913,2023-08-16,2026-01-22,Şanlıurfa,Eyyübiye,Türkiye,357.47,69
1630,384,Dürrüşehvar Seven,durrusehvar.seven384@example.com,+905241246209,2024-02-15,2025-11-13,Kayseri,Melikgazi,Türkiye,142.88,29
1631,423,Nalân Güverçin Şama,naln.guvercin.sama423@example.com,+905066149828,2021-11-15,2026-03-20,Diyarbakır,Kayapınar,Türkiye,155.91,29
1632,385,Safinaz Ayçan Arslan Tevetoğlu,safinaz.aycan.arslan.tevetoglu385@example.com,+905033993788,2023-10-16,2025-07-13,Ankara,Keçiören,Türkiye,140.09,25
1633,346,Kıvılcım Şensoy,kivilcim.sensoy346@example.com,+905526693008,2022-04-27,2025-08-25,İzmir,Bornova,Türkiye,361.52,57
1634,137,Göken Arslan,goken.arslan137@example.com,+905430068486,2023-07-29,2025-03-05,İzmir,Konak,Türkiye,362.53,62
1635,216,Sonnur Çağlar Fırat Ergül,sonnur.caglar.firat.ergul216@example.com,+905021465669,2024-10-28,2025-09-21,Samsun,İlkadım,Türkiye,242.57,51
1636,159,Çev. Meşhur Asalet Demirel,cev.meshur.asalet.demirel159@example.com,+905417146774,2025-06-09,2025-09-03,Bursa,Nilüfer,Türkiye,361.48,59
1637,222,Cemiyle Gülgüzel Arslan,cemiyle.gulguzel.arslan222@example.com,+905347955276,2024-10-07,2026-06-11,Konya,Meram,Türkiye,423.67,44
1638,352,Gülev Demir,gulev.demir352@example.com,+905742761707,2023-12-13,2025-07-04,Şanlıurfa,Eyyübiye,Türkiye,363.84,63
1639,59,Gürsal Arkut Zorlu,gursal.arkut.zorlu59@example.com,+905124998569,2022-12-22,2025-01-19,Bursa,Nilüfer,Türkiye,239.82,36
1640,68,Uz. Sadiye Gülbiye Aslan Ertaş,uz.sadiye.gulbiye.aslan.ertas68@example.com,+905515186449,2025-02-08,2025-02-08,Eskişehir,Odunpazarı,Türkiye,215.52,39
1641,383,Elvan Çisem Yorulmaz Zengin,elvan.cisem.yorulmaz.zengin383@example.com,+905626085641,2025-04-22,2025-10-20,İstanbul,Üsküdar,Türkiye,167.15,24
1642,216,Sonnur Çağlar Fırat Ergül,sonnur.caglar.firat.ergul216@example.com,+905021465669,2024-10-28,2025-08-26,Samsun,İlkadım,Türkiye,268.77,51
1643,384,Dürrüşehvar Seven,durrusehvar.seven384@example.com,+905241246209,2024-02-15,2025-07-03,Kayseri,Melikgazi,Türkiye,127.48,29
1644,439,Seyhan Zengin Durmuş,seyhan.zengin.durmus439@example.com,+905411159319,2023-11-20,2025-07-08,Mersin,Yenişehir,Türkiye,324.17,26
1645,217,Doç. Zümre Münezzer Ergül,doc.zumre.munezzer.ergul217@example.com,+905376904268,2025-05-08,2025-11-21,İzmir,Konak,Türkiye,283.1,53
1646,168,Sunay Yılmaz Akça,sunay.yilmaz.akca168@example.com,+905406029333,2022-02-24,2026-01-19,Mersin,Yenişehir,Türkiye,173.57,31
1647,40,Uz. Servinaz Adila Gül,uz.servinaz.adila.gul40@example.com,+905399049027,2023-01-15,2025-11-16,Kayseri,Kocasinan,Türkiye,372.46,59
1648,483,Eşim Yaman,esim.yaman483@example.com,+905341115950,2024-08-09,2026-05-07,Erzurum,Yakutiye,Türkiye,181.2,36
1649,346,Kıvılcım Şensoy,kivilcim.sensoy346@example.com,+905526693008,2022-04-27,2026-03-14,İzmir,Bornova,Türkiye,312.32,57
1650,168,Sunay Yılmaz Akça,sunay.yilmaz.akca168@example.com,+905406029333,2022-02-24,2025-10-20,Mersin,Yenişehir,Türkiye,141.22,31
1651,257,Çev. Gülbani İlper Şafak Şener,cev.gulbani.ilper.safak.sener257@example.com,+905472649082,2023-05-08,2026-06-22,Ankara,Yenimahalle,Türkiye,410.19,71
1652,360,Gökperi Demir,gokperi.demir360@example.com,+905168006102,2022-04-09,2026-01-11,Manisa,Şehzadeler,Türkiye,283.01,48
1653,337,İlklima Kısakürek,ilklima.kisakurek337@example.com,+905477866032,2024-06-02,2025-03-19,Kayseri,Kocasinan,Türkiye,118.6,26
1654,50,Av. Behiza İnönü Duran,av.behiza.inonu.duran50@example.com,+905367136959,2024-04-16,2025-04-24,Diyarbakır,Kayapınar,Türkiye,365.06,62
1655,48,Hayrünnisa Ağbegim Yüksel,hayrunnisa.agbegim.yuksel48@example.com,+905724005045,2023-11-06,2025-04-19,Şanlıurfa,Eyyübiye,Türkiye,255.76,45
1656,244,Çev. Özerdinç Özinal Şener,cev.ozerdinc.ozinal.sener244@example.com,+905416862278,2024-11-02,2025-09-17,Kayseri,Kocasinan,Türkiye,277.7,49
1657,167,Çoğay Durdu,cogay.durdu167@example.com,+905357972798,2023-12-27,2025-07-19,Bursa,Nilüfer,Türkiye,188.42,40
1658,164,Kıvılcım Seven,kivilcim.seven164@example.com,+905065307450,2024-01-21,2025-10-02,Manisa,Şehzadeler,Türkiye,588.33,70
1659,131,Minibe Ülker,minibe.ulker131@example.com,+905395962923,2024-10-15,2025-09-07,Bursa,Nilüfer,Türkiye,360.38,69
1660,20,Tınal Aslan,tinal.aslan20@example.com,+905365414586,2022-02-20,2025-05-11,Denizli,Pamukkale,Türkiye,427.04,71
1661,112,Yrd. Doç. Fehmiye Havali Bilge,yrd.doc.fehmiye.havali.bilge112@example.com,+905014890250,2024-10-14,2025-01-25,Denizli,Pamukkale,Türkiye,288.85,55
1662,406,Hazrat Melihcan Demir Arslan,hazrat.melihcan.demir.arslan406@example.com,+905366684590,2022-10-07,2025-07-19,Samsun,Atakum,Türkiye,376.11,68
1663,366,Arş. Gör. Güverçin Şirivan Türk Gül,ars.gor.guvercin.sirivan.turk.gul366@example.com,+905433800545,2022-02-25,2026-01-20,Samsun,Atakum,Türkiye,158.03,28
1664,262,Muvaffak Avşin Hayrioğlu,muvaffak.avsin.hayrioglu262@example.com,+905455616814,2023-04-23,2026-04-29,Ankara,Çankaya,Türkiye,133.48,26
1665,33,Dr. Aysuna Bilge Demir,dr.aysuna.bilge.demir33@example.com,+905379965075,2024-12-05,2025-08-24,Mersin,Toroslar,Türkiye,267.33,49
1666,459,Gülay Günar Şama,gulay.gunar.sama459@example.com,+905823414363,2023-04-17,2025-05-26,Gaziantep,Şahinbey,Türkiye,514.1,63
1667,163,Fayize Demirel Bilir,fayize.demirel.bilir163@example.com,+905646799702,2024-05-27,2026-04-22,İzmir,Konak,Türkiye,223.42,43
1668,434,Kâzime İslime Yorulmaz,kzime.islime.yorulmaz434@example.com,+905091843579,2022-02-06,2025-09-13,Trabzon,Ortahisar,Türkiye,493.84,60
1669,484,Feremez İnançlı Güçlü,feremez.inancli.guclu484@example.com,+905390438303,2024-06-09,2025-02-06,Bursa,Nilüfer,Türkiye,160.65,23
1670,50,Av. Behiza İnönü Duran,av.behiza.inonu.duran50@example.com,+905367136959,2024-04-16,2025-04-15,Diyarbakır,Kayapınar,Türkiye,324.7,62
1671,110,Aygönenç Neslinur Bilir Tarhan,aygonenc.neslinur.bilir.tarhan110@example.com,+905546156793,2022-01-15,2025-06-09,Manisa,Şehzadeler,Türkiye,140.34,32
1672,309,Sevim Eraslan,sevim.eraslan309@example.com,+905578284106,2023-02-24,2026-06-27,Samsun,İlkadım,Türkiye,354.91,67
1673,174,Tayyip Duran,tayyip.duran174@example.com,+905099917381,2022-02-17,2025-05-31,Bursa,Osmangazi,Türkiye,269.58,42
1674,385,Safinaz Ayçan Arslan Tevetoğlu,safinaz.aycan.arslan.tevetoglu385@example.com,+905033993788,2023-10-16,2025-10-28,Ankara,Keçiören,Türkiye,82.11,25
1675,71,Aygutalp İhsanoğlu,aygutalp.ihsanoglu71@example.com,+905407581814,2025-06-24,2025-08-11,Manisa,Şehzadeler,Türkiye,348.55,66
1676,414,Arş. Gör. Sebattin İvecen Ülker,ars.gor.sebattin.ivecen.ulker414@example.com,+905418621042,2023-06-24,2025-07-14,Gaziantep,Şehitkamil,Türkiye,188.47,40
1677,394,Necva Yılmaz,necva.yilmaz394@example.com,+905095431735,2025-08-23,2025-09-26,Şanlıurfa,Eyyübiye,Türkiye,361.99,70
1678,441,Gündüzalp Tevetoğlu,gunduzalp.tevetoglu441@example.com,+905160875243,2023-02-23,2025-02-22,Manisa,Şehzadeler,Türkiye,370.73,61
1679,280,Fazul Gül,fazul.gul280@example.com,+905471281442,2022-06-30,2025-05-25,Manisa,Şehzadeler,Türkiye,213.27,35
1680,388,Öğr. Deryanur Ergül Akdeniz,ogr.deryanur.ergul.akdeniz388@example.com,+905002687681,2022-04-23,2026-04-25,İstanbul,Şişli,Türkiye,318.9,59
1681,410,Çıvgın Yaman,civgin.yaman410@example.com,+905729949387,2024-05-27,2025-03-15,Kayseri,Kocasinan,Türkiye,135.95,30
1682,241,Kösemen Dumanlı,kosemen.dumanli241@example.com,+905522459334,2024-04-06,2025-03-17,Ankara,Keçiören,Türkiye,179.26,23
1683,393,Mevlüdiye Çamurcuoğlu,mevludiye.camurcuoglu393@example.com,+905361332541,2022-06-09,2026-04-21,Van,İpekyolu,Türkiye,284.89,58
1684,84,Tayaydın Atalay Seven,tayaydin.atalay.seven84@example.com,+905595327877,2024-03-21,2025-06-03,Konya,Meram,Türkiye,258.54,49
1685,167,Çoğay Durdu,cogay.durdu167@example.com,+905357972798,2023-12-27,2025-08-16,Bursa,Nilüfer,Türkiye,225.24,40
1686,500,Hüsmen Çetin,husmen.cetin500@example.com,+905002589552,2022-09-28,2026-03-18,Denizli,Pamukkale,Türkiye,240.02,45
1687,446,Öğr. Yazgül Yasemen Mansız Aksu,ogr.yazgul.yasemen.mansiz.aksu446@example.com,+905419267649,2025-03-31,2025-10-14,Gaziantep,Şahinbey,Türkiye,105.97,24
1688,446,Öğr. Yazgül Yasemen Mansız Aksu,ogr.yazgul.yasemen.mansiz.aksu446@example.com,+905419267649,2025-03-31,2026-05-27,Gaziantep,Şahinbey,Türkiye,155.5,24
1689,446,Öğr. Yazgül Yasemen Mansız Aksu,ogr.yazgul.yasemen.mansiz.aksu446@example.com,+905419267649,2025-03-31,2026-04-01,Gaziantep,Şahinbey,Türkiye,141.31,24
